codcidade,nome,uf,dataatual,codexterno,dataexportacao,liberado,pais,codunidadeembarque,datadigitacao,usuarioins,usuarioalt,codibge,obs,lat,lon,raio,codsiafi,taxaiss,checklist
250,ALTAMIRA,PA,,,,S,BRASIL,,,SAT,SAT,1500602,,-58.789,-536.582,,0411,,
251,ANAPU,PA,,,,S,BRASIL,,,SAT,SAT,1500859,,-38.858,-51.338,,0040,,
252,BRASIL NOVO,PA,,,,S,BRASIL,,,SAT,SAT,1501725,,-33.881,-527.477,,0639,,
253,MEDICILANDIA,PA,,,,S,BRASIL,,,SAT,SAT,1504455,,-31.567,-531.777,,0589,,
254,PACAJA,PA,,,,S,BRASIL,,,SAT,SAT,1505486,,-37.017,-507.784,,0593,,
255,SENADOR JOSE PORFIRIO,PA,,,,S,BRASIL,,,SAT,SAT,1507805,,-40.007,-517.843,,0555,,
256,URUARA,PA,,,,S,BRASIL,,,SAT,SAT,1508159,,-36.321,-537.802,,0399,,
257,VITORIA DO XINGU,PA,,,,S,BRASIL,,,SAT,SAT,1508357,,-32.203,-518.851,,0641,,
258,BREU BRANCO,PA,,,,S,BRASIL,,,SAT,SAT,1501782,,-37.659,-492.252,,0625,,
259,ITUPIRANGA,PA,,,,S,BRASIL,,,SAT,SAT,1503705,,-52.329,-499.495,,0473,,
260,JACUNDA,PA,,,,S,BRASIL,,,SAT,SAT,1503804,,-45.688,-492.228,,0475,,
261,NOVA IPIXUNA,PA,,,,S,BRASIL,,,SAT,SAT,1504976,,-49.878,-491.986,,0056,,
262,NOVO REPARTIMENTO,PA,,,,S,BRASIL,,,SAT,SAT,1505064,,-47.003,-505.222,,0629,,
263,TUCURUI,PA,,,,S,BRASIL,,,SAT,SAT,1508100,,-38.276,-498.748,,0561,,
264,ABEL FIGUEIREDO,PA,,,,S,BRASIL,,,SAT,SAT,1500131,,-49.438,-484.227,,0375,,
265,BOM JESUS DO TOCANTINS,PA,,,,S,BRASIL,,,SAT,SAT,1501576,,-49.918,-488.237,,0575,,
266,DOM ELISEU,PA,,,,S,BRASIL,,,SAT,SAT,1502939,,-40.827,-478.905,,0583,,
267,GOIANESIA DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1503093,,-39.492,-488.735,,0627,,
268,PARAGOMINAS,PA,,,,S,BRASIL,,,SAT,SAT,1505502,,-32.263,-476.814,,0509,,
269,RONDON DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1506187,,-44.398,-485.923,,0573,,
270,ULIANOPOLIS,PA,,,,S,BRASIL,,,SAT,SAT,1508126,,-38.122,-475.009,,0623,,
271,BANNACH,PA,,,,S,BRASIL,,,SAT,SAT,1501253,,-74.686,-50.659,,0042,,
272,CUMARU DO NORTE,PA,,,,S,BRASIL,,,SAT,SAT,1502764,,-83.914,-512.408,,0385,,
273,OURILANDIA DO NORTE,PA,,,,S,BRASIL,,,SAT,SAT,1505437,,-75.956,-51.432,,0591,,
274,SAO FELIX DO XINGU,PA,,,,S,BRASIL,,,SAT,SAT,1507300,,-72.134,-521.934,,0545,,
275,TUCUMA,PA,,,,S,BRASIL,,,SAT,SAT,1508084,,-68.347,-514.456,,0397,,
276,AGUA AZUL DO NORTE,PA,,,,S,BRASIL,,,SAT,SAT,1500347,,-66.313,-506.215,,0383,,
277,CANAA DOS CARAJAS,PA,,,,S,BRASIL,,,SAT,SAT,1502152,,-64.987,-500.933,,0048,,
278,CURIONOPOLIS,PA,,,,S,BRASIL,,,SAT,SAT,1502772,,-61.814,-496.644,,0581,,
279,ELDORADO DOS CARAJAS,PA,,,,S,BRASIL,,,SAT,SAT,1502954,,-61.059,-493.033,,0377,,
280,PARAUAPEBAS,PA,,,,S,BRASIL,,,SAT,SAT,1505536,,-61.856,-505.547,,0595,,
281,BREJO GRANDE DO ARAGUAIA,PA,,,,S,BRASIL,,,SAT,SAT,1501758,,-57.437,-484.557,,0577,,
282,MARABA,PA,,,,S,BRASIL,,,SAT,SAT,1504208,,-5.621,-500.641,,0483,,
283,PALESTINA DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1505494,,-59.752,-483.854,,0379,,
284,SAO DOMINGOS DO ARAGUAIA,PA,,,,S,BRASIL,,,SAT,SAT,1507151,,-57.193,-487.276,,0381,,
285,SAO JOAO DO ARAGUAIA,PA,,,,S,BRASIL,,,SAT,SAT,1507508,,-5.443,-487.493,,0549,,
286,PAU D`ARCO,PA,,,,S,BRASIL,,,SAT,SAT,1505551,,-77.391,-501.464,,0387,,
287,PICARRA,PA,,,,S,BRASIL,,,SAT,SAT,1505635,,-64.734,-489.504,,0058,,
288,REDENCAO,PA,,,,S,BRASIL,,,SAT,SAT,1506138,,-80.601,-501.812,,0567,,
289,RIO MARIA,PA,,,,S,BRASIL,,,SAT,SAT,1506161,,-74.097,-498.289,,0569,,
290,SAO GERALDO DO ARAGUAIA,PA,,,,S,BRASIL,,,SAT,SAT,1507458,,-62.136,-487.172,,0619,,
291,SAPUCAIA,PA,,,,S,BRASIL,,,SAT,SAT,1507755,,-68.479,-495.006,,0066,,
292,XINGUARA,PA,,,,S,BRASIL,,,SAT,SAT,1508407,,-68.537,-494.635,,0571,,
293,CONCEICAO DO ARAGUAIA,PA,,,,S,BRASIL,,,SAT,SAT,1502707,,-81.543,-496.035,,0453,,
294,FLORESTA DO ARAGUAIA,PA,,,,S,BRASIL,,,SAT,SAT,1503044,,-75.794,-495.286,,0052,,
295,SANTA MARIA DAS BARREIRAS,PA,,,,S,BRASIL,,,SAT,SAT,1506583,,-86.367,-502.658,,0599,,
296,SANTANA DO ARAGUAIA,PA,,,,S,BRASIL,,,SAT,SAT,1506708,,-91.387,-50.673,,0533,,
297,CALCOENE,AP,,,,S,BRASIL,,,SAT,SAT,1600204,,-2.361,-514.529,,0603,,
298,OIAPOQUE,AP,,,,S,BRASIL,,,SAT,SAT,1600501,,-27.079,-521.696,,0609,,
299,AMAPA,AP,,,,S,BRASIL,,,SAT,SAT,1600105,,-18.571,-508.437,,0601,,
300,PRACUUBA,AP,,,,S,BRASIL,,,SAT,SAT,1600550,,-16.708,-512.449,,0673,,
301,TARTARUGALZINHO,AP,,,,S,BRASIL,,,SAT,SAT,1600709,,-1.263,-511.097,,0617,,
302,SERRA DO NAVIO,AP,,,,S,BRASIL,,,SAT,SAT,1600055,,,,,0665,,
303,PEDRA BRANCA DO AMAPARI,AP,,,,S,BRASIL,,,SAT,SAT,1600154,,-11.484,-524.012,,0663,,
304,CUTIAS,AP,,,,S,BRASIL,,,SAT,SAT,1600212,,-0.9971,-505.204,,0667,,
5765,TRONQUEIRAS (MIRAGUAI),RS,2023-09-22 13:32:03.642,,,S,BRASIL,,2023-09-22 13:32:03.642,IURI,IURI,,,,,,,,
305,FERREIRA GOMES,AP,,,,S,BRASIL,,,SAT,SAT,1600238,,-0.9101,-513.544,,0611,,
306,ITAUBAL,AP,,,,S,BRASIL,,,SAT,SAT,1600253,,-0.5773,-506.783,,0669,,
307,MACAPA,AP,,,,S,BRASIL,,,SAT,SAT,1600303,,-0.5987,-507.685,,0605,,
308,PORTO GRANDE,AP,,,,S,BRASIL,,,SAT,SAT,1600535,,-0.5655,-517.118,,0671,,
309,SANTANA,AP,,,,S,BRASIL,,,SAT,SAT,1600600,,-0.1813,-513.884,,0615,,
310,LARANJAL DO JARI,AP,,,,S,BRASIL,,,SAT,SAT,1600279,,-0.9383,-532.295,,0613,,
311,MAZAGAO,AP,,,,S,BRASIL,,,SAT,SAT,1600402,,-0.0399,-521.163,,0607,,
312,VITORIA DO JARI,AP,,,,S,BRASIL,,,SAT,SAT,1600808,,-0.9565,-520.344,,0070,,
313,AGUIARNOPOLIS,TO,,,,S,BRASIL,,,SAT,SAT,1700301,,-64.818,-475.143,,0072,,
314,ANANAS,TO,,,,S,BRASIL,,,SAT,SAT,1701002,,-61.462,-48.215,,9219,,
315,ANGICO,TO,,,,S,BRASIL,,,SAT,SAT,1701051,,-63.434,-479.311,,0165,,
316,ARAGUATINS,TO,,,,S,BRASIL,,,SAT,SAT,1702208,,-56.407,-480.886,,9243,,
317,AUGUSTINOPOLIS,TO,,,,S,BRASIL,,,SAT,SAT,1702554,,-55.108,-479.154,,9685,,
318,AXIXA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1702901,,-56.485,-477.728,,9257,,
319,BURITI DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1703800,,-53.706,-481.348,,9715,,
320,CACHOEIRINHA,TO,,,,S,BRASIL,,,SAT,SAT,1703826,,-60.981,-478.789,,0171,,
321,CARRASCO BONITO,TO,,,,S,BRASIL,,,SAT,SAT,1703891,,-53.103,-480.336,,0177,,
322,DARCINOPOLIS,TO,,,,S,BRASIL,,,SAT,SAT,1706506,,-67.607,-477.569,,0179,,
323,ESPERANTINA,TO,,,,S,BRASIL,,,SAT,SAT,1707405,,-53.043,-485.476,,0181,,
324,ITAGUATINS,TO,,,,S,BRASIL,,,SAT,SAT,1710706,,-58.141,-476.542,,9409,,
325,LUZINOPOLIS,TO,,,,S,BRASIL,,,SAT,SAT,1712454,,-62.203,-478.979,,0088,,
326,MAURILANDIA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1712801,,-59.861,-475.799,,0183,,
327,PALMEIRAS DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1713809,,,,,0185,,
328,NAZARE,TO,,,,S,BRASIL,,,SAT,SAT,1714302,,-63.131,-477.894,,9483,,
329,PRAIA NORTE,TO,,,,S,BRASIL,,,SAT,SAT,1718303,,-54.696,-477.973,,9725,,
330,RIACHINHO,TO,,,,S,BRASIL,,,SAT,SAT,1718550,,-65.057,-481.802,,0193,,
331,SAMPAIO,TO,,,,S,BRASIL,,,SAT,SAT,1718808,,-53.659,-47.919,,9727,,
332,SANTA TEREZINHA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1720002,,-64.804,-477.006,,0098,,
333,SAO BENTO DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1720101,,-59.503,-479.963,,0197,,
334,SAO MIGUEL DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1720200,,-55.346,-476.082,,0199,,
335,SAO SEBASTIAO DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1720309,,-52.518,-48.346,,9603,,
336,SITIO NOVO DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1720804,,-56.173,-477.314,,9613,,
337,TOCANTINOPOLIS,TO,,,,S,BRASIL,,,SAT,SAT,1721208,,-62.625,-475.577,,9621,,
338,ARAGOMINAS,TO,,,,S,BRASIL,,,SAT,SAT,1701309,,-68.926,-486.159,,0167,,
340,ARAGUANA,TO,,,,S,BRASIL,,,SAT,SAT,1702158,,-67.663,-48.527,,0169,,
341,ARAPOEMA,TO,,,,S,BRASIL,,,SAT,SAT,1702307,,-77.194,-490.328,,9245,,
342,BABACULANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1703008,,-72.052,-477.682,,9259,,
343,BANDEIRANTES DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1703057,,-80.042,-486.822,,00744,,
344,CARMOLANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1703883,,-7.03,-483.563,,0175,,
345,COLINAS DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1705508,,-80.945,-485.214,,9311,,
346,FILADELFIA,TO,,,,S,BRASIL,,,SAT,SAT,1707702,,-7.488,-478.562,,9355,,
347,MURICILANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1713957,,-6.986,-487.917,,0187,,
348,NOVA OLINDA,TO,,,,S,BRASIL,,,SAT,SAT,1714880,,-76.897,-482.815,,9663,,
349,PALMEIRANTE,TO,,,,S,BRASIL,,,SAT,SAT,1715705,,-78.694,-481.759,,0189,,
350,PAU D`ARCO,TO,,,,S,BRASIL,,,SAT,SAT,1716307,,-75.588,-48.937,,0191,,
351,PIRAQUE,TO,,,,S,BRASIL,,,SAT,SAT,1717206,,-66.886,-482.371,,0355,,
352,SANTA FE DO ARAGUAIA,TO,,,,S,BRASIL,,,SAT,SAT,1718865,,-71.075,-489.558,,0195,,
353,WANDERLANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1722081,,-6.798,-480.041,,9665,,
354,XAMBIOA,TO,,,,S,BRASIL,,,SAT,SAT,1722107,,-65.941,-484.314,,9643,,
355,ABREULANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1700251,,-94.367,-493.173,,0337,,
356,ARAGUACEMA,TO,,,,S,BRASIL,,,SAT,SAT,1701903,,-89.135,-494.091,,9237,,
357,BARROLANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1703107,,-9.85,-488.344,,9693,,
358,BERNARDO SAYAO,TO,,,,S,BRASIL,,,SAT,SAT,1703206,,-79.738,-489.861,,9695,,
359,BRASILANDIA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1703602,,-82.604,-484.345,,0339,,
360,CASEARA,TO,,,,S,BRASIL,,,SAT,SAT,1703909,,-94.598,-49.836,,9717,,
361,COUTO MAGALHAES,TO,,,,S,BRASIL,,,SAT,SAT,1706001,,-85.014,-491.729,,9321,,
362,DIVINOPOLIS DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1707108,,-96.573,-493.874,,9719,,
363,DOIS IRMAOS DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1707207,,-92.907,-491.557,,9345,,
364,FORTALEZA DO TABOCAO,TO,,,,S,BRASIL,,,SAT,SAT,1708254,,-9.088,-485.564,,0345,,
365,GOIANORTE,TO,,,,S,BRASIL,,,SAT,SAT,1708304,,-88.366,-489.936,,9699,,
366,GUARAI,TO,,,,S,BRASIL,,,SAT,SAT,1709302,,-87.023,-484.025,,9627,,
367,ITAPORA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1711100,,-85.018,-487.521,,9417,,
368,JUARINA,TO,,,,S,BRASIL,,,SAT,SAT,1711803,,-81.018,-490.799,,0349,,
369,MARIANOPOLIS DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1712504,,-98.144,-497.161,,9711,,
370,MIRACEMA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1713205,,-97.686,-485.835,,9461,,
371,MIRANORTE,TO,,,,S,BRASIL,,,SAT,SAT,1713304,,-93.911,-48.666,,9463,,
372,MONTE SANTO DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1713700,,-100.097,-491.275,,0090,,
373,PEQUIZEIRO,TO,,,,S,BRASIL,,,SAT,SAT,1716653,,-84.098,-489.415,,9705,,
374,COLMEIA,TO,,,,S,BRASIL,,,SAT,SAT,1716703,,-88.765,-487.579,,9529,,
375,PRESIDENTE KENNEDY,TO,,,,S,BRASIL,,,SAT,SAT,1718402,,-84.826,-484.407,,9629,,
376,RIO DOS BOIS,TO,,,,S,BRASIL,,,SAT,SAT,1718709,,-9.209,-484.431,,0359,,
377,TUPIRAMA,TO,,,,S,BRASIL,,,SAT,SAT,1721257,,-89.192,-482.766,,0102,,
378,TUPIRATINS,TO,,,,S,BRASIL,,,SAT,SAT,1721307,,-83.858,-48.223,,0365,,
379,ARAGUACU,TO,,,,S,BRASIL,,,SAT,SAT,1702000,,-127.258,-497.494,,9239,,
380,CHAPADA DE AREIA,TO,,,,S,BRASIL,,,SAT,SAT,1704600,,-101.484,-49.2,,0078,,
381,CRISTALANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1706100,,-106.257,-493.686,,9323,,
382,DUERE,TO,,,,S,BRASIL,,,SAT,SAT,1707306,,-113.554,-494.614,,9347,,
383,FATIMA,TO,,,,S,BRASIL,,,SAT,SAT,1707553,,-108.195,-488.676,,9683,,
384,FORMOSO DO ARAGUAIA,TO,,,,S,BRASIL,,,SAT,SAT,1708205,,-121.272,-500.456,,9365,,
385,LAGOA DA CONFUSAO,TO,,,,S,BRASIL,,,SAT,SAT,1711902,,-109.931,-49.937,,0367,,
386,NOVA ROSALANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1715002,,-105.629,-489.705,,9721,,
387,OLIVEIRA DE FATIMA,TO,,,,S,BRASIL,,,SAT,SAT,1715507,,-106.705,-489.078,,0092,,
388,PARAISO DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1716109,,-102.321,-488.803,,9519,,
389,PIUM,TO,,,,S,BRASIL,,,SAT,SAT,1717503,,-10.074,-496.986,,9547,,
390,PUGMIL,TO,,,,S,BRASIL,,,SAT,SAT,1718451,,-104.288,-488.556,,0094,,
391,SANDOLANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1718840,,-124.074,-498.549,,0331,,
392,ALIANCA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1700350,,-113.286,-489.586,,9441,,
393,ALVORADA,TO,,,,S,BRASIL,,,SAT,SAT,1700707,,-124.179,-49.106,,9213,,
394,BREJINHO DE NAZARE,TO,,,,S,BRASIL,,,SAT,SAT,1703701,,-110.187,-486.469,,9273,,
395,CARIRI DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1703867,,-11.945,-49.208,,0327,,
396,CRIXAS DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1706258,,-111.643,-490.725,,0082,,
397,FIGUEIROPOLIS,TO,,,,S,BRASIL,,,SAT,SAT,1707652,,-122.686,-492.898,,9667,,
398,GURUPI,TO,,,,S,BRASIL,,,SAT,SAT,1709500,,-116.667,-488.422,,9385,,
399,JAU DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1711506,,-128.394,-48.632,,0329,,
400,PALMEIROPOLIS,TO,,,,S,BRASIL,,,SAT,SAT,1715754,,-130.603,-483.887,,9649,,
401,PEIXE,TO,,,,S,BRASIL,,,SAT,SAT,1716604,,-119.961,-485.328,,9527,,
402,SANTA RITA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1718899,,-109.736,-493.711,,0096,,
403,SAO SALVADOR DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1720259,,-125.495,-484.018,,0333,,
404,SUCUPIRA,TO,,,,S,BRASIL,,,SAT,SAT,1720853,,-12.019,-488.448,,0335,,
405,TALISMA,TO,,,,S,BRASIL,,,SAT,SAT,1720978,,-12.678,-490.786,,0100,,
406,APARECIDA DO RIO NEGRO,TO,,,,S,BRASIL,,,SAT,SAT,1701101,,-100.618,-479.651,,9713,,
407,BOM JESUS DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1703305,,-90.184,-478.697,,0341,,
408,IPUEIRAS,TO,,,,S,BRASIL,,,SAT,SAT,1709807,,-111.585,-483.789,,0084,,
409,LAJEADO,TO,,,,S,BRASIL,,,SAT,SAT,1712009,,-98.693,-482.806,,0351,,
410,MONTE DO CARMO,TO,,,,S,BRASIL,,,SAT,SAT,1713601,,-107.203,-480.181,,9469,,
411,PEDRO AFONSO,TO,,,,S,BRASIL,,,SAT,SAT,1716505,,-92.062,-47.978,,9525,,
412,PORTO NACIONAL,TO,,,,S,BRASIL,,,SAT,SAT,1718204,,-105.283,-484.744,,9559,,
413,SANTA MARIA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1718881,,-88.157,-478.534,,0361,,
414,SILVANOPOLIS,TO,,,,S,BRASIL,,,SAT,SAT,1720655,,-111.302,-47.961,,9659,,
415,PALMAS,TO,,,,S,BRASIL,,,SAT,SAT,1721000,,-101.159,-480.777,,9733,,
416,TOCANTINIA,TO,,,,S,BRASIL,,,SAT,SAT,1721109,,-95.644,-481.871,,9619,,
417,BARRA DO OURO,TO,,,,S,BRASIL,,,SAT,SAT,1703073,,-77.584,-475.878,,0076,,
418,CAMPOS LINDOS,TO,,,,S,BRASIL,,,SAT,SAT,1703842,,-82.255,-468.451,,0173,,
419,CENTENARIO,TO,,,,S,BRASIL,,,SAT,SAT,1704105,,-91.533,-474.477,,0343,,
420,GOIATINS,TO,,,,S,BRASIL,,,SAT,SAT,1709005,,-80.443,-474.718,,9533,,
421,ITACAJA,TO,,,,S,BRASIL,,,SAT,SAT,1710508,,-85.554,-47.622,,9405,,
422,ITAPIRATINS,TO,,,,S,BRASIL,,,SAT,SAT,1710904,,-83.582,-47.997,,0347,,
423,LAGOA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1711951,,-103.372,-474.813,,0353,,
424,LIZARDA,TO,,,,S,BRASIL,,,SAT,SAT,1712405,,-95.234,-469.768,,9569,,
425,MATEIROS,TO,,,,S,BRASIL,,,SAT,SAT,1712702,,-10.418,-464.838,,0317,,
426,NOVO ACORDO,TO,,,,S,BRASIL,,,SAT,SAT,1715101,,-10.152,-474.716,,9499,,
427,PONTE ALTA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1717909,,-10.786,-471.813,,9553,,
428,RECURSOLANDIA,TO,,,,S,BRASIL,,,SAT,SAT,1718501,,-86.685,-470.733,,0357,,
429,RIO SONO,TO,,,,S,BRASIL,,,SAT,SAT,1718758,,-96.448,-473.839,,9679,,
430,SANTA TEREZA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1719004,,-102.998,-47.726,,9731,,
431,SAO FELIX DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1720150,,-100.649,-467.278,,0363,,
432,ALMAS,TO,,,,S,BRASIL,,,SAT,SAT,1700400,,-114.353,-472.364,,9207,,
433,ARRAIAS,TO,,,,S,BRASIL,,,SAT,SAT,1702406,,-128.411,-469.087,,9247,,
434,AURORA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1702703,,-126.162,-464.444,,9253,,
435,CHAPADA DA NATIVIDADE,TO,,,,S,BRASIL,,,SAT,SAT,1705102,,-115.416,-478.809,,0080,,
436,COMBINADO,TO,,,,S,BRASIL,,,SAT,SAT,1705557,,-128.232,-465.342,,9697,,
437,CONCEICAO DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1705607,,-120.988,-472.705,,9313,,
438,DIANOPOLIS,TO,,,,S,BRASIL,,,SAT,SAT,1707009,,-116.958,-467.354,,9341,,
439,LAVANDEIRA,TO,,,,S,BRASIL,,,SAT,SAT,1712157,,-128.366,-463.931,,0086,,
440,NATIVIDADE,TO,,,,S,BRASIL,,,SAT,SAT,1714203,,-117.589,-476.449,,9481,,
441,NOVO ALEGRE,TO,,,,S,BRASIL,,,SAT,SAT,1715150,,-128.731,-465.694,,9703,,
442,NOVO JARDIM,TO,,,,S,BRASIL,,,SAT,SAT,1715259,,-117.515,-465.414,,0321,,
443,PARANA,TO,,,,S,BRASIL,,,SAT,SAT,1716208,,-127.388,-479.434,,9521,,
444,PINDORAMA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1717008,,-111.323,-475.617,,9537,,
445,PONTE ALTA DO BOM JESUS,TO,,,,S,BRASIL,,,SAT,SAT,1717800,,-12.097,-466.263,,9551,,
446,PORTO ALEGRE DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1718006,,-115.324,-470.345,,9723,,
447,RIO DA CONCEICAO,TO,,,,S,BRASIL,,,SAT,SAT,1718659,,-113.681,-467.745,,0323,,
448,SANTA ROSA DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1718907,,-113.828,-48.073,,9729,,
449,SAO VALERIO DA NATIVIDADE,TO,,,,S,BRASIL,,,SAT,SAT,1720499,,-118.603,-481.399,,9691,,
450,TAGUATINGA,TO,,,,S,BRASIL,,,SAT,SAT,1720903,,-123.857,-465.711,,9615,,
451,TAIPAS DO TOCANTINS,TO,,,,S,BRASIL,,,SAT,SAT,1720937,,-121.568,-470.334,,0325,,
452,ALCANTARA,MA,,,,S,BRASIL,,,SAT,SAT,2100204,,-23.277,-445.062,,0703,,
453,APICUM-ACU,MA,,,,S,BRASIL,,,SAT,SAT,2100832,,-14.803,-450.854,,0112,,
454,BACURI,MA,,,,S,BRASIL,,,SAT,SAT,2101301,,-16.514,-452.199,,0725,,
455,BACURITUBA,MA,,,,S,BRASIL,,,SAT,SAT,2101350,,-26.464,-446.548,,0118,,
456,BEQUIMAO,MA,,,,S,BRASIL,,,SAT,SAT,2101905,,-24.181,-448.012,,0737,,
457,CAJAPIO,MA,,,,S,BRASIL,,,SAT,SAT,2102408,,-28.962,-446.507,,0745,,
458,CEDRAL,MA,,,,S,BRASIL,,,SAT,SAT,2103109,,-19.609,-445.742,,0759,,
459,CENTRAL DO MARANHAO,MA,,,,S,BRASIL,,,SAT,SAT,2103125,,-22.552,-44.841,,0144,,
460,CURURUPU,MA,,,,S,BRASIL,,,SAT,SAT,2103703,,-18.057,-447.068,,0771,,
461,GUIMARAES,MA,,,,S,BRASIL,,,SAT,SAT,2104909,,-21.199,-446.348,,0795,,
462,MIRINZAL,MA,,,,S,BRASIL,,,SAT,SAT,2106805,,-20.477,-44.774,,0835,,
463,PORTO RICO DO MARANHAO,MA,,,,S,BRASIL,,,SAT,SAT,2109056,,-18.552,-446.093,,0212,,
464,SERRANO DO MARANHAO,MA,,,,S,BRASIL,,,SAT,SAT,2111789,,-15.297,-448.603,,0254,,
465,PACO DO LUMIAR,MA,,,,S,BRASIL,,,SAT,SAT,2107506,,-24.802,-441.105,,0849,,
466,RAPOSA,MA,,,,S,BRASIL,,,SAT,SAT,2109452,,-24.311,-44.078,,0218,,
467,SAO JOSE DE RIBAMAR,MA,,,,S,BRASIL,,,SAT,SAT,2111201,,-25.807,-441.115,,0889,,
468,SAO LUIS,MA,,,,S,BRASIL,,,SAT,SAT,2111300,,-26.495,-443.044,,0921,,
469,AXIXA,MA,,,,S,BRASIL,,,SAT,SAT,2101103,,-28.459,-441.052,,0721,,
470,BACABEIRA,MA,,,,S,BRASIL,,,SAT,SAT,2101251,,-28.687,-443.451,,0116,,
471,CACHOEIRA GRANDE,MA,,,,S,BRASIL,,,SAT,SAT,2102374,,-30.672,-439.995,,0138,,
472,ICATU,MA,,,,S,BRASIL,,,SAT,SAT,2105104,,-25.635,-438.218,,0799,,
473,MORROS,MA,,,,S,BRASIL,,,SAT,SAT,2107100,,-29.616,-438.773,,0841,,
474,PRESIDENTE JUSCELINO,MA,,,,S,BRASIL,,,SAT,SAT,2109205,,-30.861,-440.774,,0881,,
475,ROSARIO,MA,,,,S,BRASIL,,,SAT,SAT,2109601,,-2.96,-441.743,,0891,,
476,SANTA RITA,MA,,,,S,BRASIL,,,SAT,SAT,2110203,,-31.635,-443.288,,0901,,
477,BARREIRINHAS,MA,,,,S,BRASIL,,,SAT,SAT,2101707,,-27.233,-428.965,,0733,,
478,HUMBERTO DE CAMPOS,MA,,,,S,BRASIL,,,SAT,SAT,2105005,,-26.456,-435.785,,0797,,
479,PAULINO NEVES,MA,,,,S,BRASIL,,,SAT,SAT,2108058,,-28.859,-425.881,,0206,,
480,PRIMEIRA CRUZ,MA,,,,S,BRASIL,,,SAT,SAT,2109403,,-26.508,-433.289,,0885,,
481,SANTO AMARO DO MARANHAO,MA,,,,S,BRASIL,,,SAT,SAT,2110278,,-26.203,-43.165,,0226,,
482,TUTOIA,MA,,,,S,BRASIL,,,SAT,SAT,2112506,,-28.172,-423.457,,0943,,
483,ANAJATUBA,MA,,,,S,BRASIL,,,SAT,SAT,2100709,,-32.741,-445.328,,0713,,
484,ARARI,MA,,,,S,BRASIL,,,SAT,SAT,2101004,,-3.609,-447.657,,0719,,
485,BELA VISTA DO MARANHAO,MA,,,,S,BRASIL,,,SAT,SAT,2101772,,-37.914,-452.955,,0122,,
486,CAJARI,MA,,,,S,BRASIL,,,SAT,SAT,2102507,,-33.851,-45.022,,0747,,
